CASE_NUMBER,VISA_STATUS,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,FULL_TIME_POSITION_Y_N,VISA_CLASS,JOB_TITLE_SUBGROUP,order,CASE_RECEIVED_DATE,Decision_Date,Processing_Time_Days
I-200-14158-922090,certified,"ALLSCRIPTS SOFTWARE, LLC",67579.0,year,90953.0,year,SR.SOFTWARE ENGINEER,BURLINGTON,15-1131,Computer Programmers,MA,y,H-1B,software engineer,91505,06-Sep-14,14-Jun-14,84
I-200-13150-706216,certified,"ORACLE AMERICA, INC.",68162.0,year,68162.0,year,SOFTWARE ENGINEER,DALLAS,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,90281,30-May-13,06-May-13,24
I-200-14237-111175,certified,THE UNIVERSITY OF ARIZONA,118597.0,year,165000.0,year,"ASSISTANT PROFESSOR, MEDICINE CLINICAL SCHOLAR",TUCSON,29-1069,"Physicians and Surgeons, All Other",AZ,y,H-1B,assistant professor,8147,25-Aug-14,29-Aug-14,4
I-200-13074-472861,certified,"SCANDENT GROUP, INC.",68037.0,year,72500.0,year,SOFTWARE ENGINEER,AVON,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,90434,19-Mar-13,25-Mar-13,6
A-13253-95185,certified,DROISYS INC,100984.0,year,100984.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,24328,09-Oct-13,14-Apr-15,552
I-200-13240-942842,certified,"FRONTIER TECHNOLOGIES, LLC",74256.0,year,74300.0,year,SOFTWARE ENGINEER,BLOOMINGTON,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,73612,28-Aug-13,09-May-13,111
I-200-13065-565901,certified,CYBERTHINK INC,70491.0,year,71000.0,year,SOFTWARE ENGINEER,HERNDON,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,84565,03-Jun-13,22-Apr-13,42
I-200-13072-544021,certified,OPENLOGIX CORPORATION,55598.0,year,60000.0,year,SOFTWARE ENGINEER,WIXOM,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,128719,13-Mar-13,19-Mar-13,6
I-200-13135-907967,certified,HURON CONSULTING SERVICES LLC,59675.0,year,62000.0,year,SOFTWARE ENGINEER,BEAVERTON,15-1133,"Software Developers, Systems Software",OR,y,H-1B,software engineer,116073,15-May-13,21-May-13,6
I-200-14227-269092,certified,"EARLY STEPS BILINGUAL PRE-SCHOOL, INC",37580.0,year,37600.0,year,KINDERGARTEN TEACHER,Arlington,25-2012,"Kindergarten Teachers, Except Special Education",VA,y,H-1B,teacher,160413,15-Aug-14,21-Aug-14,6
I-200-15082-979360,certified,BASICA INC.,46883.0,year,47000.0,year,BUSINESS ANALYST,NEW YORK,13-1199,"Business Operations Specialists, All Other",NY,y,H-1B,business analyst,145552,23-Mar-15,27-Mar-15,4
I-200-14128-281234,certified,"KESTE, LLC",71822.0,year,72000.0,year,SOFTWARE ENGINEER,MOUNT LEBANON,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,80638,05-Sep-14,15-May-14,113
I-200-13029-418598,certified,GOOGLE INC.,109138.0,year,120000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,17403,02-Jan-13,04-Jan-14,367
I-200-14241-526594,certified,KFORCE INC.,27.07,hour,28.0,hour,BUSINESS ANALYST,Walnut Creek,15-2031,OPERATIONS RESEARCH ANALYSTS,CA,y,H-1B,business analyst,126887,20-Sep-14,25-Sep-14,5
I-200-14057-586180,certified,IGATE TECHNOLOGIES INC.,76274.0,year,76300.0,year,BUSINESS ANALYST,HARTFORD,15-1121,Computer Systems Analysts,CT,y,H-1B,business analyst,69456,26-Feb-14,03-Apr-14,36
I-200-14038-301992,certified,MINDTREE LIMITED,57346.0,year,60000.0,year,SOFTWARE ENGINEER,DALLAS,15-1121,Computer Systems Analysts,TX,y,H-1B,software engineer,124192,19-Feb-14,25-Feb-14,6
I-200-12256-736279,certified,THE UNIV. OF ALA. AT BIRMINGHAM (UAB),41420.0,year,95000.0,year,ASSISTANT PROFESSOR,BIRMINGHAM,25-1022,"Mathematical Science Teachers, Postsecondary",AL,y,H-1B,assistant professor,155426,09-Dec-12,19-Dec-14,740
I-200-12342-587618,certified,"SHARPEDGE SOLUTIONS, INC.",65914.0,year,66414.0,year,SOFTWARE ENGINEER,NAPERVILLE,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,95600,12-Jul-12,13-Dec-12,154
I-200-15084-040196,certified,GRYPHON ENTERPRISES INC,56326.0,year,58000.0,year,SR. SOFTWARE ENGINEER,FORT LAUDERDALE,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,126840,25-Mar-15,31-Mar-15,6
I-200-13211-159059,certified,"LANDIS GYR TECHNOLOGY, INC",95971.0,year,103924.0,year,SENIOR SOFTWARE ENGINEER,BLOOMINGTON,15-1133,"Software Developers, Systems Software",MN,y,H-1B,software engineer,33053,30-Jul-13,08-May-13,83
I-200-12277-645877,certified,"ASTONISH RESULTS, LLC",91707.0,year,95000.0,year,PRINCIPAL SOFTWARE ENGINEER,WARWICK,15-1132,"Software Developers, Applications",RI,y,H-1B,software engineer,40048,10-Oct-12,04-Aug-13,298
I-200-14178-335727,certified,"BROCADE COMMUNICATIONS SYSTEMS, INC.",144206.0,year,146000.16,year,STAFF SOFTWARE ENGINEER,SAN JOSE,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,1554,27-Jun-14,07-Mar-14,112
I-200-14154-306793,certified,APTIVA CORP,63274.0,year,64000.0,year,SOFTWARE ENGINEER,TRENTON,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,101923,06-Mar-14,06-Sep-14,184
I-200-13148-945128,certified,NORTH SHORE SCHOOL DISTRICT 112,73740.96,year,73740.96,year,BILINGUAL TEACHER,Highland Park,25-3999,"Teachers and Instructors, All Other",IL,y,H-1B,teacher,75514,28-May-13,06-Mar-13,83
I-200-13057-744642,certified,"INTEL MEDIA, INC.",92978.0,year,92978.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,38050,26-Feb-13,03-Apr-13,36
I-200-13059-246858,certified,"FACTSET RESEARCH SYSTEMS, INC.",70970.0,year,80000.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,83370,03-Aug-13,14-Mar-13,142
I-200-15065-780475,certified,FLEX CONSULTING GROUP INC.,58614.0,year,60000.0,year,BUSINESS ANALYST,Edison,13-1111,Management Analysts,NJ,y,H-1B,business analyst,119473,03-Jun-15,03-Dec-15,183
I-200-12342-438777,certified,"ACCRETIVE HEALTH, INC.",91728.0,year,145000.0,year,SENIOR DATA SCIENTIST,SAN FRANCISCO,15-2031,OPERATIONS RESEARCH ANALYSTS,CA,y,H-1B,data scientist,40027,12-Jul-12,16-Apr-14,643
I-200-14101-154705,certified,SHEPHERD UNIVERSITY,24.9,hour,24.9,hour,ESL TEACHER,LOS ANGELES,25-1123,"English Language and Literature Teachers, Postseco",CA,n,H-1B,teacher,136738,14-Apr-14,18-Apr-14,4
I-200-15056-153740,certified,"KPI PARTNERS, INC",73923.0,year,74000.0,year,SOFTWARE ENGINEER,REDWOOD CITY,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,74478,25-Feb-15,03-May-15,67
I-200-13302-183374,certified,SPARTAN SOLUTIONS INC,55266.0,year,66000.0,year,SAS DATA ANALYST,BUFFALO GROVE,15-1121,Computer Systems Analysts,IL,y,H-1B,data analyst,129535,29-Oct-13,25-Apr-14,178
I-200-13078-138140,certified,THE UNIVERSITY OF TOLEDO,73670.0,year,210500.0,year,ASSISTANT PROFESSOR,TOLEDO,25-1071,"Health Specialties Teachers, Postsecondary",OH,y,H-1B,assistant professor,75579,19-Mar-13,25-Mar-13,6
I-200-13186-424679,certified,"UNIQUE SERVICES ASSOCIATES, INC.",35840.0,year,53782.0,year,HIGH SCHOOL MATHEMATICS TEACHER,SANTEE,25-2031,"Secondary School Teachers, Except Special and Care",SC,y,H-1B,teacher,161879,07-Aug-13,07-Dec-13,122
I-200-13312-110208,certified,"SUPRASOFT, INC.",71448.0,year,71448.0,year,SOFTWARE ENGINEER,Suwanee,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,81967,11-Aug-13,15-Nov-13,96
I-200-15019-660297,certified,INGRAM MICRO INC.,69243.0,year,120360.0,year,SR. BUSINESS ANALYST,Santa Ana,15-2031,OPERATIONS RESEARCH ANALYSTS,CA,y,H-1B,business analyst,87938,19-Jan-15,23-Jan-15,4
I-200-11216-900987,certified,IMATRIX CORP,57179.0,year,60000.0,year,SOFTWARE ENGINEER,Avenel,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,124674,08-Apr-11,10-Apr-11,2
I-200-11273-427597,certified,"ORACLE AMERICA, INC.",51100.0,year,52739.0,year,SOFTWARE ENGINEER,Longmont,15-1132,"Software Developers, Applications",CO,y,H-1B,software engineer,137837,30-Sep-11,26-Jun-13,635
I-200-13141-497121,certified,XPAND CORPORATION,87006.0,year,88000.0,year,SOFTWARE ENGINEER II,RESTON,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,49224,21-May-13,28-May-13,7
I-200-13141-115492,certified,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,68410.0,year,76906.0,year,ASSISTANT PROFESSOR,TALLAHASSEE,25-1041,"Agricultural Sciences Teachers, Postsecondary",FL,y,H-1B,assistant professor,89560,21-May-13,28-May-13,7
I-200-11307-434416,certified,PARAGON EDUCATION CORPORATION,33810.0,year,34000.0,year,MATHEMATICS-COMPUTER TEACHER,CHANDLER,25-2031,"Secondary School Teachers, Except Special and Care",AZ,y,H-1B,teacher,163391,11-Apr-11,11-Oct-11,183
I-200-14141-320831,certified,"COMPREHENSIVE HEALTH MANAGEMENT, INC.",69430.0,year,83200.0,year,LEAD SOFTWARE ENGINEER,TAMPA,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,87648,21-May-14,28-May-14,7
I-200-15062-737619,certified,"TOOLSGROUP, INC.",51750.0,year,60000.0,year,BUSINESS ANALYST,BOSTON,13-1081,Logisticians,MA,y,H-1B,business analyst,136797,13-Mar-15,19-Apr-15,37
I-200-11313-089219,certified,"SAICON CONSULTANTS, INC.",73445.0,year,75000.0,year,"COMPUTER SOFTWARE ENGINEER, SYSTEMS SOFTWARE",WASHINGTON,15-1133,"Software Developers, Systems Software",DC,y,H-1B,software engineer,76231,11-Sep-11,16-Nov-11,66
I-200-15084-055682,certified,CONVERSANT SOLUTIONS INC,61464.0,year,62000.0,year,SOFTWARE ENGINEER,CHARLOTTE,15-1132,"Software Developers, Applications",NC,y,H-1B,software engineer,109244,25-Mar-15,31-Mar-15,6
I-200-15083-344927,certified,T2M CONSULTING SERVICES INC,62982.0,year,63000.0,year,SOFTWARE ENGINEER,PRINCETON,15-1132,"Software Developers, Applications",NJ,y,H-1B,software engineer,103249,24-Mar-15,30-Mar-15,6
I-200-14073-921741,certified,"CLOUDEEVA, INC",63669.0,year,64000.0,year,BUSINESS ANALYST,EAST WINDSOR,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,100476,14-Mar-14,20-Mar-14,6
I-200-15041-114240,certified,"KR ELIXIR, INC.",57949.0,year,60000.0,year,SOFTWARE ENGINEER,CUMMING,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,122257,02-Oct-15,17-Feb-15,227
I-200-13105-202428,certified,"INNOCORE SOLUTIONS, INC",71240.0,year,75000.0,year,SENIOR SAS DATA ANALYST,IRVING,15-1121,Computer Systems Analysts,TX,y,H-1B,data analyst,82622,15-Apr-13,19-Apr-13,4
I-200-15052-219960,certified,ACCENTURE LLP,109762.0,year,109762.0,year,Software Engineering Associate Manager,PALO ALTO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,16959,03-Dec-15,18-Mar-15,260
A-14321-26382,certified,Symphony Commerce,114400.0,year,114400.0,year,Full Stack Software Engineer,SAN FRANCISCO,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,12142,17-Nov-14,18-May-15,182
I-200-14050-652738,certified,"DCM GROUP, INC.",52770.0,year,65000.0,year,SOFTWARE ENGINEER,ISELIN,15-1131,Computer Programmers,NJ,y,H-1B,software engineer,134971,19-Feb-14,25-Feb-14,6
I-200-13065-003062,certified,LYCEE FRANCAIS DE CHICAGO,51307.0,year,53590.0,year,PRIMARY SCHOOL TEACHER,CHICAGO,25-2021,"Elementary School Teachers, Except Special Educati",IL,y,H-1B,teacher,137494,03-Aug-13,14-Mar-13,142
I-200-12304-979455,certified,GUILFORD COUNTY SCHOOLS,19740.0,year,35150.0,year,ESL TEACHER,GREENSBORO,25-3099,"Teachers and Instructors, All Other",NC,y,H-1B,teacher,167094,30-Oct-12,11-May-12,172
I-200-13078-762904,certified,"Y-AXIS, INC.",60029.0,year,60029.0,year,BUSINESS ANALYST,PRINCETON,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,115152,19-Mar-13,25-Mar-13,6
A-14297-18975,certified,AOL ADVERTISING INC.,109762.0,year,109762.0,year,SENIOR SOFTWARE ENGINEER,PALO ALTO,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,16823,12-Oct-14,06-Nov-15,390
I-200-14041-552562,certified,SAN DIEGO FRENCH AMERICAN SCHOOL,46610.0,year,47000.0,year,ELEMENTARY SCHOOL TEACHER,LA JOLLA,25-2021,"Elementary School Teachers, Except Special Educati",CA,y,H-1B,teacher,145989,02-Oct-14,15-Feb-14,229
I-200-13085-921445,certified,"TECH MAHINDRA (AMERICAS), INC.",60700.0,year,60700.0,year,BUSINESS ANALYST,ALPHARETTA,15-1121,Computer Systems Analysts,GA,y,H-1B,business analyst,111757,26-Mar-13,04-Jan-13,81
I-200-13060-313103,certified,"FACEBOOK, INC.",70970.0,year,110000.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,83246,03-May-13,03-Nov-13,184
I-200-12339-569839,certified,"HCL GLOBAL SYSTEMS, INC.",23.24,hour,28.85,hour,SR. BUSINESS ANALYST,MINNETONKA,13-1111,Management Analysts,MN,y,H-1B,business analyst,142847,12-Apr-12,12-Oct-12,183
I-200-14092-161634,certified,"VABSYS, INC.",29.99,hour,30.0,hour,SOFTWARE ENGINEER,IRVING,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,106070,04-Feb-14,09-Dec-14,308
I-200-13212-656620,certified,"QUALCOMM TECHNOLOGIES, INC.",82462.0,year,82462.0,year,SENIOR SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,56862,08-May-13,08-Sep-13,123
A-13151-67869,certified,"DEALERTRACK, INC.",110300.0,year,110300.0,year,PRINCIPAL SOFTWARE ENGINEER,LAKE SUCCESS,15-1132,"Software Developers, Applications",NEW YORK,,greencard,software engineer,15050,08-Jan-13,04-Feb-15,757
A-14205-91977,certified,"CISCO SYSTEMS, INC.",98927.0,year,98927.0,year,SOFTWARE ENGINEER,SAN JOSE,15-1133,"Software Developers, Systems Software",CALIFORNIA,,greencard,software engineer,27379,08-Dec-14,01-Jul-15,205
I-200-15069-137287,certified,CUSTOMINK LLC,71614.0,year,80000.0,year,SOFTWARE ENGINEER,FAIRFAX,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,81249,13-Mar-15,19-Apr-15,37
A-14310-23433,certified,INTEL CORPORATION,110159.0,year,110159.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1133,"Software Developers, Systems Software",CALIFORNIA,,greencard,software engineer,15081,14-Nov-14,05-Aug-15,264
I-200-13214-407993,certified,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",63170.0,year,72000.0,year,ASSISTANT PROFESSOR,BALTIMORE,15-2021,MATHEMATICIANS,MD,y,H-1B,assistant professor,102189,08-Feb-13,08-Aug-13,181
I-200-12152-829794,certified,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,62.16,hour,146.44,hour,ASSISTANT PROFESSOR OF CLINICAL MEDICINE,INDIANAPOLIS,29-1069,"Physicians and Surgeons, All Other",IN,n,H-1B,assistant professor,4724,31-May-12,28-Feb-13,273
I-200-13079-433615,certified,GOOGLE INC.,100984.0,year,127000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,23692,20-Mar-13,26-Mar-13,6
I-200-13109-412921,certified,"INTUITIVE SURGICAL OPERATIONS, INC.",83637.0,year,101500.0,year,SOFTWARE ENGINEER,SUNNYVALE,15-1121,Computer Systems Analysts,CA,y,H-1B,software engineer,54445,19-Apr-13,25-Apr-13,6
I-200-15052-483916,certified,"LLL LICENSING, INC.",680.58,week,980.95,week,"TEACHER, SPECIAL EDUCATION",RIVERVIEW,25-2054,"Special Education Teachers, Secondary School",FL,y,H-1B,teacher,162187,24-Feb-15,03-Feb-15,21
I-200-14164-925912,certified,NEW MEXICO STATE UNIVERSITY,57480.0,year,83000.0,year,ASSISTANT PROFESSOR,LAS CRUCES,25-1032,"Engineering Teachers, Postsecondary",NM,y,H-1B,assistant professor,123890,13-Jun-14,20-Jun-14,7
I-200-15048-263746,certified,UNIVERSITY OF BALTIMORE,60000.0,year,76500.0,year,"ASSISTANT PROFESSOR, SCHOOL OF PUBLIC & INT'L AFFAIRS",BALTIMORE,25-1069,"Social Sciences Teachers, Postsecondary, All Other",MD,y,H-1B,assistant professor,115355,17-Feb-15,25-Feb-15,8
I-203-13330-241203,certified,"OPSMATIC, INC.",74838.0,year,170000.0,year,BACKEND SOFTWARE ENGINEER,BROOKLYN,15-1133,"Software Developers, Systems Software",NY,y,E-3 Australian,software engineer,72607,26-Nov-13,12-Mar-13,259
I-200-14073-442959,certified,"SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC",56971.0,year,65000.0,year,COMPUTER SOFTWARE ENGINEER,MASON,15-1132,"Software Developers, Applications",OH,y,H-1B,software engineer,125229,14-Mar-14,24-Mar-14,10
I-200-14164-843230,certified,"YOU ENGINEERING, LLC",53872.0,year,60000.0,year,SOFTWARE ENGINEER - ENGINEERING APPLICATIONS,WARREN,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,132810,13-Jun-14,20-Jun-14,7
I-200-13346-091153,certified,"NOBLESOFT SOLUTIONS, INC.",60653.0,year,61000.0,year,BUSINESS ANALYST,LANGHORNE,15-1121,Computer Systems Analysts,PA,y,H-1B,business analyst,111870,12-Dec-13,18-Dec-13,6
I-200-13079-141441,certified,MAZIK GLOBAL INC.,91000.0,year,91000.0,year,SOFTWARE ENGINEER,Park Ridge,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,41494,21-Mar-13,27-Mar-13,6
I-200-11290-353874,certified,"RINA SYSTEMS, INC.",55037.0,year,60000.0,year,SOFTWARE ENGINEER,Cincinnati,15-1132,"Software Developers, Applications",OH,y,H-1B,software engineer,130321,17-Oct-11,21-Oct-11,4
I-200-13126-431419,denied,THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTE,82543.0,year,125000.0,year,ASSISTANT PROFESSOR,DALLAS,29-1069,"Physicians and Surgeons, All Other",TX,y,H-1B,assistant professor,56609,05-Jun-13,05-Aug-13,61
I-200-14240-622689,certified,"SNAPCHAT, INC.",107973.0,year,110000.0,year,SOFTWARE ENGINEER,VENICE,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,18792,28-Aug-14,09-Apr-14,141
I-200-14254-568025,certified,INTEL CORPORATION,92414.0,year,92414.0,year,Graphics Software Engineer,FOLSOM,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,39080,09-Dec-14,18-Sep-14,82
I-200-14157-309606,certified,"VIACOM INTERNATIONAL, INC.",94890.0,year,95000.0,year,SENIOR BUSINESS ANALYST,NEW YORK,15-1121,Computer Systems Analysts,NY,y,H-1B,business analyst,34308,06-Jun-14,06-Dec-14,183
I-200-13212-528082,certified,"MICRORYZA, INC.",86611.0,year,100000.0,year,SOFTWARE ENGINEER,SAN FRANCISCO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,49671,08-Jul-13,13-Aug-13,36
A-14211-93872,certified,"DIASPARK, INC",90459.0,year,90500.0,year,SOFTWARE ENGINEER,Edison,15-1132,"Software Developers, Applications",NEW JERSEY,,greencard,software engineer,41977,08-Apr-14,01-Jun-15,419
I-200-14037-224388,certified,"QUALCOMM TECHNOLOGIES, INC.",92352.0,year,92352.0,year,SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,39343,02-Jul-14,13-Feb-14,139
I-200-14139-316140,withdrawn,UNIVERSITY OF NORTH GEORGIA,41570.0,year,92000.0,year,Assistant Professor of Management,DAHLONEGA,25-1011,"Business Teachers, Postsecondary",GA,y,H-1B,assistant professor,155235,19-May-14,19-May-14,0
I-200-14167-862845,certified,"PAYPAL, INC.",94515.0,year,124000.0,year,DATA SCIENTIST,BOSTON,15-2041,STATISTICIANS,MA,y,H-1B,data scientist,34598,16-Jun-14,20-Jun-14,4
I-200-13291-450787,certified,THOUGHTFOCUS TECHNOLOGIES,87090.0,year,100000.0,year,SOFTWARE ENGINEER,IRVINE,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,48997,18-Oct-13,11-Apr-13,190
I-200-14220-255886,certified,WEST CORPORATION,55682.0,year,68000.0,year,SOFTWARE ENGINEER,OMAHA,15-1132,"Software Developers, Applications",NE,y,H-1B,software engineer,128539,08-Aug-14,14-Aug-14,6
I-200-15033-132912,certified,UNIVERSITY OF KENTUCKY,74547.0,year,195000.0,year,ASSISTANT PROFESSOR,LEXINGTON,25-1071,"Health Specialties Teachers, Postsecondary",KY,y,H-1B,assistant professor,73282,20-Feb-15,26-Feb-15,6
I-200-13164-979292,certified,BRICKELL FINANCIAL SERVICES MOTOR CLUB INC.,86819.0,year,90000.0,year,SENIOR SOFTWARE ENGINEER,MIAMI,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,49536,13-Jun-13,19-Jun-13,6
I-200-14070-731278,certified,PATHCONVERGENCE TECHNOLOGIES,62899.0,year,63000.0,year,SOFTWARE ENGINEER,BOYDS,15-1133,"Software Developers, Systems Software",MD,y,H-1B,software engineer,103385,03-Nov-14,17-Mar-14,231
I-200-14352-086612,certified,DIMENSION CONSULTING INC,87194.0,year,87194.0,year,BUSINESS ANALYST,WASHINGTON DC,15-1121,Computer Systems Analysts,DC,y,H-1B,business analyst,48904,18-Dec-14,24-Dec-14,6
I-200-15051-031171,certified,"SURYA CARPET, INC.",49629.0,year,49629.0,year,SOFTWARE ENGINEER,CALHOUN,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,140557,20-Feb-15,03-Feb-15,17
I-200-15049-927214,certified,"NIMBLEDROID, INC.",73445.0,year,75600.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,76143,18-Feb-15,24-Feb-15,6
I-200-14099-591225,certified,"NAGRA USA, INC.",46114.0,year,60000.0,year,SOFTWARE ENGINEER,GAINESVILLE,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,146747,04-Sep-14,15-Apr-14,142
I-200-14050-291688,certified,"CAPITAL IQ, INC.",62566.0,year,63000.0,year,SOFTWARE ENGINEER I,NEW YORK,15-1199,"Computer Occupations, All Other",NY,y,H-1B,software engineer,104700,25-Feb-14,03-Mar-14,6
I-200-14072-513040,certified,"ZASPAR TECHNOLOGIES, INC.",52250.0,year,52250.0,year,BUSINESS ANALYST,IRVINE,13-1111,Management Analysts,CA,y,H-1B,business analyst,135929,13-Mar-14,19-Mar-14,6
A-13059-44222,certified,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,92248.0,year,92248.0,year,Business Analyst - II,Teaneck,41-9031,Sales Engineers,NEW JERSEY,,greencard,business analyst,39551,03-Jan-13,20-Mar-15,806
I-200-14289-092166,certified,"CECITY.COM, INC.",69493.0,year,87500.0,year,SENIOR SOFTWARE ENGINEER,Homestead,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,87333,16-Oct-14,22-Oct-14,6
I-200-14050-003551,certified,FIDELITY TECHNOLOGY GROUP LLC,76733.0,year,76733.0,year,SENIOR SOFTWARE ENGINEER/DEVELOPER,WESTLAKE,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,67968,03-Dec-14,18-Mar-14,260
I-200-15064-057099,certified,GOOGLE INC.,88254.0,year,100000.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,46797,03-May-15,03-Nov-15,184
I-200-13183-163269,certified,"FACTSET RESEARCH SYSTEMS, INC.",72987.0,year,80000.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,77674,07-Feb-13,26-Jan-15,718
I-200-13058-713516,certified,VENSOFT LLC,59550.0,year,61000.0,year,SOFTWARE ENGINEER,FRANKLIN LAKES,15-1121,Computer Systems Analysts,NJ,y,H-1B,software engineer,116444,27-Feb-13,03-May-13,65
I-200-15042-099491,certified,"SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC",57949.0,year,65000.0,year,SOFTWARE ENGINEER,JOHNS CREEK,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,122101,02-Nov-15,19-Feb-15,256
I-200-11286-621786,certified,"ZODIAC SOLUTIONS, INC.",61610.0,year,61610.0,year,SOFTWARE ENGINEER,MORRISVILLE,15-1132,"Software Developers, Applications",NC,y,H-1B,software engineer,108516,13-Oct-11,19-Oct-11,6
I-200-14290-094982,certified,"DEW SOFTWARE, INC.",89274.0,year,90000.0,year,SR. SOFTWARE ENGINEER / DBA,Providence,15-1132,"Software Developers, Applications",RI,y,H-1B,software engineer,44202,17-Oct-14,23-Oct-14,6
I-200-14113-570681,certified,BLACKBOARD INC.,63336.0,year,65000.0,year,"DATA ANALYST, MARKETING DATA & ANALYTICS",WASHINGTON,15-1121,Computer Systems Analysts,DC,y,H-1B,data analyst,101214,28-Apr-14,05-Feb-14,82
A-14148-73015,certified,AMERICAN TECHNOLOGY CONSULTING LLC,68453.0,year,75000.0,year,BUSINESS ANALYST II,Clive,13-1111,Management Analysts,IOWA,,greencard,business analyst,89523,06-Apr-14,11-Jun-14,66
I-200-14078-876348,certified,SCHOOL OF SCIENCE AND TECHNOLOGY-CORPUS CHRISTI,40950.0,year,40950.0,year,SCIENCE TEACHER,CORPUS CHRISTI,25-2031,"Secondary School Teachers, Except Special and Care",TX,y,H-1B,teacher,156084,19-Mar-14,09-Feb-14,38
I-200-13351-936450,certified,"ELECTROLUX HOME PRODUCTS, INC.",63586.0,year,63586.0,year,SOFTWARE ENGINEER,CHARLOTTE,15-1199,"Computer Occupations, All Other",NC,y,H-1B,software engineer,100797,17-Dec-13,23-Dec-13,6
I-200-14072-401581,certified,"CORNERSTONE ONDEMAND, INC.",93267.0,year,100000.0,year,SOFTWARE ENGINEER,SANTA MONICA,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,37196,14-Mar-14,20-Mar-14,6
